listing_id,interest_level
6877985,2
6821414,2
6864512,2
6827448,2
6908603,1
7229431,2
6887335,2
6882828,2
6899958,2
6824008,2
6903906,2
7115894,2
6941723,2
6839785,2
6886776,2
6916643,2
6913846,2
6890122,2
6835099,2
6945428,2
6887669,2
6935132,2
6857587,2
6935498,2
6947868,2
6850003,2
6852354,2
6919832,2
6812510,2
6896715,1
7227507,2
6887453,2
6921056,2
6932635,2
6893393,2
6940659,2
6891517,2
6818991,2
6899307,2
7175517,2
6895415,2
6945124,2
6878796,2
6901435,2
7098987,1
6868925,2
6862452,2
6904865,2
6872445,2
6816856,2
6910410,2
6847518,1
6860992,2
7093387,2
6891540,2
6928645,2
6874105,2
6819576,2
6817538,2
6819741,2
6878626,2
6901210,2
6888879,2
6888947,2
6883374,2
6836031,2
6851387,2
6907149,2
6882595,2
6816916,2
6878470,2
6865752,2
7217321,2
6944366,2
6918425,2
6821736,2
6936271,2
6874179,2
7135281,2
6942663,1
6903026,1
6824421,2
6820128,2
6850604,2
7120955,2
6847409,2
7056210,2
6939935,2
6844699,2
6833246,2
6845220,1
6824273,1
6873326,1
6941227,2
6899355,2
6880235,2
6850018,2
6818489,1
7159592,2
7200711,2
6842278,2
6829488,2
6916976,2
6863573,2
6900303,2
6830686,2
7088285,2
6875119,2
6852969,2
6834964,2
6888066,2
6862580,2
6902903,2
6940227,2
7094978,2
6849775,2
6852514,2
6908752,2
6926813,2
6867168,2
6916938,2
7217282,2
6830318,2
6841129,1
6933898,2
6852224,2
6855108,2
6857681,1
7167282,2
6939214,2
6922283,2
6859605,2
6904148,2
6882954,1
6939093,2
6831383,2
6894471,2
6931008,2
6838588,2
6851730,2
6911988,2
6814325,2
6838809,2
6822777,2
6887378,2
6913098,2
6936520,2
6837850,2
6918818,2
6897497,2
6936577,2
6826594,2
6865047,2
6823879,2
6914868,2
6863654,2
6907061,2
7180725,2
7205244,2
6856962,2
6885323,2
6912379,2
6858148,2
6814582,2
6940703,2
7181144,2
6825868,2
6889020,2
6869287,2
6871054,2
6870018,2
6895217,2
6855875,2
7185369,2
6848724,2
6912010,2
6911483,2
6826557,2
6893666,2
6946801,2
6871189,2
6844700,2
6832474,2
6922129,2
6941269,1
6850111,2
6871721,2
6834277,2
6815020,2
6839790,2
6929149,2
6832299,2
6908265,2
6819513,2
6922046,2
6911700,2
7132375,2
6826330,2
6892358,2
6844735,2
6830282,2
6831883,2
6861551,2
6857472,2
6844170,2
6870992,2
6824420,2
6842673,2
6870166,2
6923521,2
6923067,1
7102369,1
6918324,2
6875753,2
6858106,2
6945544,2
6843762,2
6916249,2
6881283,2
6905410,2
6892408,2
6930990,2
6835400,2
6867680,2
6910555,2
7178838,0
6925050,2
6831230,2
6884393,2
6850763,2
6835259,2
6878793,2
6843709,2
6880861,2
6927246,2
6884364,1
6932934,2
6943694,2
6831730,2
6844928,2
6885511,2
6844807,2
6817080,2
6851413,2
6918623,2
6932080,2
7117345,2
6821425,2
6924403,2
6854123,2
6852889,2
6866387,2
6858128,2
6905129,1
6932035,2
6884265,2
6936966,1
6881098,2
6869941,2
6864713,2
6905259,2
6889865,2
6870562,2
7124351,2
6857644,2
6891045,2
6929039,2
6916229,2
6833556,2
6838951,2
6868487,1
6869690,2
6864005,2
6923234,2
6827182,2
7146069,2
6890503,2
6911066,2
6876163,2
6920433,2
6826987,2
6831058,2
6944184,2
6868480,2
7097198,2
6914595,2
6879535,1
6900971,2
6878555,1
6839324,2
6819925,2
6839386,2
6825584,2
7201758,2
6864463,2
6815348,2
6820756,2
6858699,2
6843115,2
6850824,2
6937635,2
6828911,2
7154618,2
6939143,2
6823169,2
6924844,2
6815925,2
6947389,2
7203267,1
6825953,2
6833542,1
6854302,2
6843122,2
6851851,2
6879971,1
7136227,2
6925138,2
6875050,2
6935199,1
6848027,2
6904795,2
6818781,2
6871081,1
6888945,2
6925993,2
6928183,2
6847449,2
6857762,2
6942172,2
6916747,2
6813002,2
6923932,2
6939669,2
6854566,1
6909019,2
6869921,2
6864519,2
6849438,2
6916590,2
6947299,2
7152604,2
6894914,2
6914502,2
6820113,2
6924106,2
6840817,1
6913090,2
6934517,2
7152770,2
6868529,1
6836709,2
6868506,2
6941712,2
6932760,2
6850191,2
6878745,1
7094259,2
6831807,2
6891698,2
6923465,2
6899213,2
6923804,2
6918979,2
6862421,2
6900993,2
6861580,2
6906474,2
6847010,1
6817985,2
6879738,2
7169995,2
6901359,2
6837382,2
6874250,2
6886924,2
6894687,2
6937873,2
6852900,2
6929432,1
6844489,2
6844561,2
6933747,2
6940885,2
6873782,2
6882375,2
6878769,2
6827016,2
6820773,2
6921124,2
6817935,2
7144533,2
6813648,2
6834670,2
6878185,2
6923378,2
6932252,2
6857065,2
7169899,2
6887074,2
6849463,2
6934153,2
7116464,2
6897412,2
6925887,2
6848650,2
6818453,2
6943153,2
6946348,2
6878770,2
6827664,2
6922984,2
6864544,2
6931437,2
7171071,2
6908215,2
6813875,2
6845221,2
6900902,2
6925197,2
6850783,2
6869002,2
7172791,2
6936176,2
6839462,1
6828651,2
6912630,1
6925870,2
6823876,1
6932538,2
6905724,2
6872564,2
6821027,2
6943747,1
7150854,2
7140107,2
6925056,2
6908834,2
6841620,2
6927175,2
6911333,2
6936227,2
6935640,2
6901738,2
6849053,2
6879561,2
7166280,2
6889409,2
6898181,2
6881507,2
6895263,2
6830090,2
7215380,2
6817698,2
6906566,0
6894990,2
6873889,1
6879553,2
6878327,2
6907502,1
6913646,2
7300745,2
6839638,2
6856873,0
6855357,2
6899979,2
6908433,2
6907408,2
7170775,2
6894035,2
6847457,2
6846258,2
6833602,2
7113888,1
6896850,2
6874757,2
6818474,2
6902137,2
6870798,1
7127496,2
6902192,2
6881324,2
6928837,2
6882452,2
6828286,2
7126963,2
6862928,2
6822277,2
6889752,1
6861415,2
6812868,1
6937889,2
6935346,2
7282611,2
6936347,2
6824954,1
6892538,2
6928786,2
7164678,2
6889908,2
6913892,2
6837599,2
6925955,2
6833907,2
6874618,2
6877202,2
6928643,2
6904977,2
6890725,2
6821381,2
6876184,2
6900571,2
6885274,2
6839484,1
6940393,2
6947646,2
7171492,2
6929184,2
6890360,2
6857523,2
6913381,2
6849511,2
6877504,2
7140050,2
6821705,2
6828363,2
6834416,2
6930248,2
6859894,2
6812012,2
7163323,2
6842540,2
6868726,2
6941446,2
6870488,2
6839242,2
7218255,2
6934549,2
6889895,2
6825020,2
6894947,2
7140525,2
6911993,2
6824037,2
6882446,2
6902447,2
6931156,2
6857795,2
6831494,2
6853601,2
7098382,2
6896764,2
6852315,2
6879859,2
6823182,2
7186095,1
6888297,2
6862915,2
6876292,2
7125390,2
6894003,2
6882334,2
6902258,2
7202985,2
6854703,2
6867192,1
6891539,2
6944423,2
6828554,2
6909152,2
6916377,2
6927731,2
7207035,2
6823232,2
6920352,1
6927006,2
6882569,2
6930250,2
6874927,2
6819605,2
6919792,2
6865137,2
7129277,2
6812483,2
6939010,1
6946483,2
6861585,2
6939744,2
6892611,2
6830977,2
7128814,2
6923434,2
6942315,2
6948509,2
6890231,2
6912207,2
6838584,2
6847995,2
6917463,2
6903844,2
7157390,2
6855342,2
6835231,1
6862121,2
6945521,2
6867420,2
6905101,2
6818496,2
6918925,2
7123427,2
6814336,2
6911832,2
6947977,2
6835357,2
6893083,2
6869401,2
6936872,2
6943363,2
6814666,2
6831228,2
6930325,2
7135468,2
6935649,2
6842816,1
6836648,2
6843370,2
6829452,2
6814410,2
6861393,2
6947636,2
6884926,2
6948404,1
6879094,2
6887261,2
6926944,2
6839343,2
6897753,2
6831379,2
6836705,2
6844690,2
6828230,2
6830259,2
6932110,1
6855525,2
6912282,2
6887875,1
6897869,2
6833923,2
6938496,2
6906448,2
6920599,2
6931933,2
7141703,2
6856601,2
6861629,1
6871574,2
6813724,2
6881040,2
6849238,2
6874203,2
6872301,2
6926122,2
6939969,2
6825814,2
7186170,2
6825880,2
6884791,2
6821357,2
6878281,2
6826274,2
6893401,2
6916446,2
6866042,2
6875316,2
7127588,2
6858014,2
6941487,2
6843123,2
6876888,1
6934688,2
6820861,2
6843755,2
6944973,2
6881747,1
6813603,2
6828988,2
6821920,2
7127604,2
6938542,1
6837880,2
6852092,2
6910395,2
6932175,2
6849066,2
6863912,2
6902673,2
6916858,2
6948262,2
6894002,2
6885322,2
7221273,2
6831285,2
6916257,2
6936285,2
6841694,2
6824601,2
6836071,2
6904669,2
6878834,2
6816237,1
6834249,2
6902274,2
6827266,2
6874541,2
6871159,1
7227127,1
6910909,2
6936374,2
6818024,2
6886456,2
6892989,2
6933005,2
7099456,2
6819978,2
6891067,2
6890293,2
7227285,2
6832830,1
6841520,2
6910275,2
6937683,2
6933270,2
6812476,2
6882897,2
7113595,1
6903675,2
6926060,2
6853481,2
6912261,2
6844889,2
6869643,2
6906668,2
6831616,2
6906696,2
6862562,2
6826894,2
6845318,1
7106077,0
6934267,2
6863883,2
6942369,2
6840714,0
6829415,2
7229517,2
6859082,2
6903792,2
6829472,2
6928067,2
6858490,1
6815949,2
6940975,2
6902125,2
6820904,2
6940010,2
6905757,2
6849644,2
6852373,2
6903570,2
6815833,2
6849835,2
6838944,2
6857371,2
6867550,2
6833786,2
6876864,2
6875810,2
6938881,2
6839439,2
6897335,2
6818845,2
6830806,2
6939414,2
6900342,2
6872713,2
7150184,2
6862349,1
6914491,2
6881492,2
6838079,2
6913891,2
6814517,2
6927681,2
6910611,2
6933030,1
6836331,2
6885995,2
6876526,2
6855056,2
6905295,2
6869039,2
6883051,2
6930030,2
6870751,2
7117609,2
6848642,2
6823300,2
6842317,2
6842289,2
6916304,2
7039705,2
6937423,0
6907219,2
6828038,2
6825737,1
6864330,2
6862680,2
7111565,2
6844667,2
6919040,2
6902831,0
6901542,2
6861680,2
6939622,2
6940021,2
7192796,2
6866454,2
6854844,2
6926076,2
6812776,2
6922035,2
6929987,2
7179374,2
6841536,2
6940711,2
6931898,2
6913276,2
6881602,2
6816087,1
6840662,2
7176441,2
6846556,2
6865322,2
6919939,1
6912225,2
6881934,2
6931887,1
6875704,2
6834448,2
7179413,2
6853131,2
6859532,2
6917569,2
6902728,2
6907496,2
7185583,2
6894992,2
6814602,2
6816313,2
6896101,2
7090913,2
6847924,2
6822270,1
6884889,2
6912250,2
6937005,2
6859281,2
7101833,2
6858663,2
6852683,2
6895216,2
6813791,2
6924392,2
6841529,2
6893150,2
6891049,2
7208046,2
6814009,2
6913495,2
6891802,2
6860709,2
6895139,2
6915396,2
6917325,2
7088402,2
6852832,2
6827199,2
6921321,2
6856542,2
6864059,2
6903688,2
6848901,1
6927126,2
6878685,2
6817477,2
6916995,2
6814087,2
6919173,2
7169448,2
6892553,1
6851775,2
6944516,2
6812339,2
6869420,2
6875967,2
6928619,2
6845665,2
6889005,2
6878936,2
6929888,2
6889839,2
6931065,2
6882365,2
6907422,2
6900853,1
7126795,2
6818702,2
6871699,2
6862323,2
6820268,2
6868924,2
6860442,2
6850706,2
7084344,1
6937610,2
6933926,1
6872815,2
7172671,1
6947737,2
6886757,2
6829709,2
6839609,2
6876530,2
6887066,2
6813857,2
6916541,2
6913602,2
6815705,2
6892546,1
6850510,1
6869561,2
6896466,2
6861601,2
6836353,2
6943466,2
7170019,2
6913271,2
6841763,2
6917794,2
6908715,2
6840842,2
6866894,2
7157598,2
6919532,2
6927017,2
6847608,2
6885711,2
7120741,2
6879609,2
6939555,2
6873190,2
6823352,2
6833782,2
6868141,2
6930653,2
6828157,2
6940526,2
6870979,2
6851352,2
6917451,2
6881440,2
6891736,2
6944115,1
7153936,1
6867613,2
6852546,2
6938918,2
6856246,2
6817988,2
6913664,2
6849482,2
6842548,2
6942696,2
6825769,2
6892919,2
6868513,2
6819074,2
6880264,2
7133469,2
6859043,2
6880851,2
6812559,2
6825774,2
6893001,2
6820906,2
7142344,1
6852287,2
6913781,2
6887030,2
6915493,2
6893142,2
6919088,2
6932633,2
6908418,2
6820116,2
6832166,2
6819291,2
6819681,2
6896660,1
6927347,2
6892121,2
6945128,1
6830823,2
7100663,2
6841054,0
6922819,2
6834161,2
7096269,2
6871439,2
6854120,2
6822041,2
6890999,2
6880396,1
6877831,2
6907997,2
6823925,1
6887489,2
6865440,2
6857991,2
6943626,2
6915003,2
7099390,2
6841649,2
6814730,2
6848634,2
6928463,2
6916689,2
6837422,2
6837472,2
6884954,2
6880417,1
6908710,2
6931922,2
6873803,2
6929549,2
6859907,2
6862401,2
6848406,1
6849420,2
6879299,1
6850856,2
6913296,2
7202204,1
6882619,2
6929895,2
6895333,2
6883938,2
6869484,2
6878629,2
6932345,2
6890180,2
7092393,2
6829257,2
6872060,2
6857215,2
6886000,2
6821088,2
6942252,2
6901298,2
6944306,2
6845001,2
6851823,2
6829734,2
6857872,2
6892748,2
6876875,2
6883256,1
6876549,2
6854659,2
6829605,2
6843665,2
7198716,2
6913428,2
6820304,2
6831612,2
6892381,2
6900940,2
6916845,2
6942040,2
6905558,2
6863650,2
6909651,2
7137335,2
6857626,2
6830095,2
6939982,2
6825645,2
6823170,2
6843535,2
6838644,2
6877112,2
6892714,2
6883969,2
6821606,2
7119673,2
6882351,2
6942897,2
6820301,2
6857675,2
6880617,2
6935951,2
6919610,2
7180228,2
6900840,2
6812032,2
6816534,2
6868218,2
6942975,1
6850387,2
7144195,1
6901332,2
6891663,2
6823271,2
6820029,2
6901532,2
6884947,2
6821433,2
6941476,2
6836625,2
6883393,2
6931513,1
6920572,2
6836376,2
6901664,2
6945954,2
6882212,2
6924264,2
6873153,2
6876617,2
6895927,0
7742634,2
6905956,2
7194865,2
6936770,2
6898804,2
6914831,2
6871263,2
6887929,2
7174247,2
6881209,2
6883542,2
6823151,2
6906694,2
6911498,2
6894418,2
6824923,2
7158425,2
7189385,2
6914020,2
6831720,2
6896849,2
6924612,2
6873391,2
6813984,2
6933465,2
6860067,2
6932864,2
6855583,2
6912944,2
6826374,2
6908003,2
7101701,2
6815789,2
6927326,2
6925868,2
6846052,2
6889455,2
6821079,2
6901954,2
6828237,2
7187410,2
7017704,2
6852127,2
6917664,2
6921824,2
6849286,2
6827630,2
6866160,2
7208284,2
6946359,2
6925112,2
6857870,2
6891824,2
6861331,2
6817583,2
7180089,2
6919518,2
6913435,2
6903388,2
6850369,2
6855777,1
6893376,2
7216790,2
6943691,2
6862465,2
6896025,1
6911488,2
6920673,2
6894119,2
6818640,2
6938533,2
6895622,2
6843919,2
6905896,2
6837075,2
6947505,2
6899210,2
6878125,2
6930341,1
6837795,2
6927242,2
6841421,2
7173931,2
6924116,2
6829030,2
6813805,2
6898469,2
6871163,2
6881552,2
7091781,2
7104803,2
6938560,1
6943194,2
6844450,2
6844821,2
6840556,2
6816163,2
6866863,2
6907739,2
6847775,2
6884471,2
6816497,2
6884786,2
6812274,2
6874029,2
6845267,2
6822799,2
7220560,2
6820314,2
6893920,2
6937848,2
6839482,1
6850539,2
7157784,1
6840308,2
6947065,2
6904629,2
6821076,1
6829937,2
6948307,2
6884055,2
7189104,2
6831882,2
6858036,2
6940922,2
6937220,2
6891425,2
6883748,2
6853199,2
6908237,2
6888294,2
6942756,2
6934794,2
7100602,2
6908005,2
6817701,2
6836449,2
6842976,2
6862522,2
6926748,2
6871148,2
6927239,2
6869711,2
6895314,2
7163772,2
6879648,2
6826459,2
6814418,2
6940033,1
6838940,2
6902033,2
6866293,2
6840503,2
6921680,2
6861191,2
6872152,2
6900421,2
6875493,2
6828145,2
6842520,2
7168173,2
6930811,2
6850912,2
6902052,2
6910011,2
7114881,2
6909587,2
6917613,2
6911749,2
6913673,2
6943187,2
7098870,2
6913265,2
6886089,2
6867681,2
6890039,2
6896730,1
6891987,2
6872128,2
6903918,2
6880998,0
6942623,2
6887247,1
6820257,2
7171559,2
6938872,2
6867263,2
6827422,2
6939977,2
6854079,2
6907704,2
6856543,2
6881044,2
6831198,2
6943343,2
6824278,2
6919451,2
7110101,2
6917128,2
6873235,2
6857455,2
6812294,2
6825623,2
6936558,1
6937878,2
6833501,2
6883489,2
6885047,2
6828985,2
6841667,2
6824305,2
6898409,2
6913236,2
6925567,2
6872725,2
6908775,2
6912747,2
6926175,2
6836586,2
7213225,2
7091393,2
6927538,2
6877250,2
6825094,2
6876164,2
6876426,2
6892762,2
7175972,2
6871865,2
6883304,2
6823542,2
6841231,2
6922077,2
6816524,2
6827911,2
7093927,2
6820689,2
6815537,1
6834927,2
6855799,2
6941405,2
6916935,2
6870847,2
6838068,2
6856139,2
7466252,2
6846262,2
6909043,2
6908483,2
6927411,2
6843387,2
6852130,2
7177869,2
6847745,2
6880388,2
6938253,2
6899263,2
6886332,1
7189001,2
6931089,2
6914586,2
6920290,2
6870956,2
6820726,2
7216422,2
6905162,1
6899337,2
6913610,2
6879314,2
6833096,2
6870153,2
6898845,2
7183474,2
6837117,2
6893714,2
6938454,2
7174092,2
6919559,2
7161950,2
6914981,2
6849622,2
6941161,2
6811988,2
6813753,2
7148260,2
7177941,2
6948246,2
6876997,2
6839667,2
6829760,2
6839074,2
6901813,2
6904878,2
6931453,2
6920190,2
6863842,2
6909289,2
6921137,2
6878064,2
6923532,2
6830563,2
6875519,2
6897506,2
6840219,2
7116734,2
6823913,2
6815281,2
6906714,2
6913792,1
6845470,2
6843928,1
6839303,2
6835013,2
7178041,2
6911290,2
6909642,2
6933496,2
6926878,2
6817947,2
6824520,2
6829539,2
7090978,2
6812720,2
6849592,2
6815119,2
6861373,2
6814226,2
6932220,2
6813734,2
6936593,2
6879490,2
6876675,2
7143374,2
6901670,2
6841055,2
6837674,2
6900568,2
6940246,2
7143116,2
6872606,2
6923099,2
6827263,2
6898365,2
6870354,2
6904562,2
7154381,2
6898304,2
6819338,2
6933745,0
6850196,1
6820792,2
6823666,2
7111858,2
7124406,2
6812243,2
6851458,2
6827327,2
6916501,2
7223832,2
6925961,2
6948294,2
6836627,2
6904640,2
6833967,2
6942599,2
6823650,2
6924447,2
7102331,2
6876935,2
7310881,2
6852198,2
6847262,2
6830013,2
6869193,2
7108141,1
6828866,1
6851793,2
6848384,2
6827057,2
6879023,2
7173114,2
6867603,2
6891301,1
6887391,2
6833738,2
6911010,2
6894345,2
6917495,2
7211363,2
6931614,2
6859790,2
6945984,2
6903357,2
6884886,2
6929492,2
6920501,2
6876418,2
6862081,2
6854423,2
6920272,2
6828812,2
6878776,1
6856611,1
6858692,2
7201733,2
6849800,2
6854212,2
6862278,2
6895923,2
6867691,2
6946902,2
6848752,2
7177942,1
6930793,2
6857450,2
6867232,2
7094419,0
7084341,2
6840846,2
6934193,2
6890456,2
6844944,2
6940623,1
6863121,2
