LotFrontage,LotArea,LotShape,YearBuilt,YearRemodAdd,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,HeatingQC,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageYrBlt,GarageCars,PavedDrive,WoodDeckSF,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,SalePrice
0.493235155,-0.194451771,0.700716543,-0.56921984,0.250938218,3.099577234,-0.874670235,-0.072849508,-0.628950768,-0.933118838,1.80422182,-1.092626439,0.699108401,0.165909165,-0.934792545,0.254751521,-1.022375584,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,0.610487261,0.086513724,-0.905892549,0.048456169,-0.413940223,-0.827645487,1.220200348,-0.303764824,153000
0.31606718,-0.256334361,0.700716543,-0.602342056,1.074380186,-0.573756576,-0.874670235,-0.072849508,-0.628950768,0.890533549,0.683571161,-0.545171238,-1.430393339,0.165909165,-0.934792545,0.254751521,-1.064059627,-1.02475284,0.290175955,-0.749774501,0.64947869,0.100744539,0.784483461,0.935834702,-0.951673463,-1.022603095,-0.26311499,-0.582906805,-0.901786078,-0.331574499,-0.819537547,-0.303764824,109000
0.227483193,-0.44725737,0.700716543,-0.536097624,-1.444383482,-0.573756576,-2.699197257,-3.861023917,-0.628950768,-2.756771225,-1.016004839,-1.282652211,-1.430393339,-1.060302733,-0.314155087,0.254751521,0.061409527,-2.365310014,-3.733597291,-0.749774501,-0.82924058,-3.020192679,-0.775909871,0.935834702,-0.951673463,-2.10531237,-0.26311499,-1.84826343,-0.708680427,-0.827645487,-0.819537547,-0.303764824,82000
0.788515113,-0.181669465,0.700716543,-0.204875465,-0.960005853,-0.002977015,-0.874670235,-0.072849508,-0.628950768,-0.933118838,0.478971041,-0.27596806,0.699108401,0.165909165,-0.314155087,0.254751521,-0.563851114,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,0.610487261,-0.168759195,-0.26311499,-0.190935625,-0.359057565,0.488850598,1.220200348,-0.303764824,160000
1.703882983,0.654962868,0.700716543,-0.40360876,-1.25063243,-0.573756576,-0.874670235,-0.072849508,2.272059745,0.890533549,1.232271484,-0.416225178,0.699108401,-1.060302733,-0.934792545,0.254751521,-0.81395537,-1.02475284,-1.721710668,-0.749774501,-0.82924058,0.100744539,0.784483461,-1.002394781,2.172647984,-0.749725147,-0.26311499,0.158944689,-0.3509268,0.16449649,-0.819537547,-0.303764824,170000
-1.691836535,-0.1287142,-1.028509366,0.391324422,-0.088126122,-0.573756576,0.949856788,-0.072849508,1.30505624,0.890533549,0.720771183,-1.282652211,0.699108401,-1.060302733,-0.934792545,0.254751521,0.186461655,0.315804334,0.290175955,1.167934225,0.64947869,3.221681757,-0.775909871,0.935834702,-0.951673463,0.112921267,-0.26311499,-1.09588922,-1.253441632,-0.827645487,-0.819537547,-0.303764824,144000
-1.691836535,-0.126685262,-1.028509366,0.126346695,-0.233439411,-0.573756576,0.949856788,-0.072849508,1.30505624,-0.933118838,-0.365004456,-0.904862878,-1.430393339,0.165909165,-0.934792545,0.254751521,-0.063642601,-1.02475284,0.290175955,0.408841188,-0.82924058,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.749725147,-0.26311499,-0.895957612,-1.143676315,-0.827645487,-0.819537547,-0.303764824,130250
0.375123172,-0.254001083,0.700716543,-0.40360876,-1.25063243,-0.573756576,-0.874670235,-0.072849508,-0.628950768,0.890533549,-0.599829594,-0.230723829,0.699108401,0.165909165,-0.314155087,0.254751521,-0.81395537,-1.02475284,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.784935205,-0.26311499,-0.338253652,-0.71274581,-0.827645487,-0.819537547,-0.303764824,141000
0.10937121,-0.283116335,0.700716543,1.120013172,0.977504661,1.754571931,0.949856788,-0.072849508,-0.628950768,0.890533549,0.044195785,1.649173991,0.699108401,-1.060302733,-0.314155087,0.254751521,1.103510596,0.315804334,0.290175955,0.816354292,0.64947869,0.100744539,0.784483461,0.935834702,0.610487261,0.429811786,1.022440129,1.245415139,0.51093421,-0.045379698,1.220200348,-0.303764824,319900
-0.274492736,0.240755299,-1.028509366,1.053768741,0.880629135,-0.573756576,0.949856788,-0.072849508,-0.628950768,0.890533549,2.125072009,-1.094888651,0.699108401,-2.28651463,-0.314155087,0.254751521,1.02014251,0.315804334,0.290175955,0.592621607,0.64947869,0.100744539,0.784483461,0.935834702,0.610487261,0.843529965,0.379662569,1.349326961,1.317912562,1.471452748,-0.819537547,-0.303764824,239686
0.788515113,0.065658003,0.700716543,1.153135388,1.025942423,-0.573756576,0.949856788,-0.072849508,1.30505624,0.890533549,-0.960204806,2.40927708,0.699108401,0.165909165,0.306482371,0.254751521,1.145194638,1.656361509,0.290175955,-0.749774501,0.64947869,0.100744539,0.784483461,0.935834702,-0.951673463,1.53012609,-0.26311499,0.992869949,0.315795868,0.565169211,-0.819537547,-0.303764824,249700
-0.717412673,-0.607949211,0.700716543,-1.695375182,1.122817949,-0.573756576,-0.874670235,-0.072849508,-0.628950768,-0.933118838,-1.016004839,0.382335508,0.699108401,-1.060302733,0.927119829,0.254751521,0.061409527,-2.365310014,-3.733597291,-0.749774501,-0.82924058,-3.020192679,-0.775909871,2.874064185,-0.951673463,-2.10531237,-0.26311499,-0.48557168,-0.098873109,0.145416836,-0.819537547,3.292020409,113000
0.257011189,-0.274594798,0.700716543,-0.171753249,-0.91156809,-0.573756576,-0.874670235,-0.072849508,-0.628950768,0.890533549,0.757971205,-0.848307589,0.699108401,0.165909165,-0.314155087,0.254751521,-0.522167071,-1.02475284,0.290175955,-0.749774501,0.64947869,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.406427085,-0.26311499,-0.851236068,-1.109120567,-0.827645487,-0.819537547,-0.303764824,127000
-1.691836535,0.346970172,-2.757735274,0.855035445,0.590002558,-0.573756576,0.949856788,-0.072849508,1.30505624,0.890533549,-0.59285459,0.101821273,0.699108401,0.165909165,-0.314155087,0.254751521,0.770038254,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.39762457,0.379662569,-0.385605875,-0.06228467,-0.112158485,-0.819537547,-0.303764824,177000
-0.156380753,-0.426967996,0.700716543,-1.231664159,-1.686572296,-0.573756576,-0.874670235,-0.072849508,-0.628950768,-0.933118838,-1.016004839,0.563312434,-1.430393339,0.165909165,-0.314155087,0.254751521,0.269829741,0.315804334,0.290175955,0.145156238,-0.82924058,0.100744539,-0.775909871,-1.002394781,0.610487261,0.21855144,-1.548670108,-0.743378227,-1.391664624,-0.827645487,-0.819537547,-0.303764824,114500
1.556243004,-0.200538583,-2.757735274,-0.271119897,-1.056881379,-0.573756576,0.949856788,-0.072849508,2.272059745,-0.933118838,-0.774204696,-1.282652211,-1.430393339,-1.060302733,-0.934792545,0.254751521,-0.647219199,0.315804334,0.290175955,0.09721352,-0.82924058,0.100744539,-0.775909871,-1.002394781,-0.951673463,0.165736353,-0.26311499,-1.216900457,-1.391664624,-0.827645487,-0.819537547,-0.303764824,110000
0.31606718,4.039839119,-1.028509366,0.32507999,0.105624929,-0.573756576,0.949856788,-0.072849508,2.272059745,0.890533549,3.192247636,-1.210261441,0.699108401,-3.512726527,-0.934792545,0.254751521,0.10309357,1.656361509,0.290175955,6.098043741,0.64947869,0.100744539,0.784483461,0.935834702,0.610487261,1.829411581,0.379662569,1.482176254,0.693876405,-0.140777965,-0.819537547,-0.303764824,385000
0.079843214,-0.336274495,0.700716543,-0.536097624,-1.444383482,-0.573756576,-0.874670235,-0.072849508,-0.628950768,0.890533549,-0.123204314,-1.282652211,-1.430393339,0.165909165,-0.314155087,-2.810688266,-0.688903242,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,0.610487261,0.412206758,-1.548670108,-1.06958243,-0.285880687,-0.350654152,-0.819537547,-0.303764824,130000
1.260963046,-0.027774564,-1.028509366,-0.237997681,-1.008443616,0.963392341,-0.874670235,-0.072849508,-0.628950768,0.890533549,0.123245831,0.832515612,0.699108401,0.165909165,0.306482371,0.254751521,-0.605535156,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,-1.002394781,0.610487261,0.429811786,-0.26311499,0.385183088,-0.153755767,3.055063981,1.220200348,-0.303764824,180500
-0.983164635,-0.791669492,0.700716543,0.921279877,0.735315846,2.003228373,0.949856788,-0.072849508,-0.628950768,0.890533549,0.492921049,-0.556482296,0.699108401,0.165909165,0.306482371,0.254751521,0.853406339,0.315804334,0.290175955,0.169127597,0.64947869,0.100744539,0.784483461,0.935834702,-0.951673463,0.007291094,1.665217688,0.199720214,0.484509226,-0.827645487,1.220200348,-0.303764824,172500
0.936155092,0.121352334,-1.028509366,1.086890956,0.929066898,-0.573756576,0.949856788,-0.072849508,-0.628950768,-0.933118838,-1.016004839,0.662849744,0.699108401,0.165909165,0.306482371,0.254751521,1.061826553,0.315804334,0.290175955,-0.749774501,0.64947869,0.100744539,0.784483461,0.935834702,-0.951673463,0.381397957,0.379662569,0.030041415,0.445888096,-0.159857618,-0.819537547,-0.303764824,196500
0.257011189,0.327999607,-2.757735274,1.153135388,1.025942423,5.252715975,0.949856788,-0.072849508,2.272059745,-0.933118838,-1.016004839,1.90706611,0.699108401,0.165909165,2.168394745,0.254751521,1.145194638,1.656361509,0.290175955,0.78439248,0.64947869,0.100744539,0.784483461,0.935834702,0.610487261,0.715893505,1.665217688,2.364769077,2.935934647,-0.474671899,1.220200348,3.292020409,438780
0.079843214,-0.329579001,0.700716543,0.026980047,-0.620941513,-0.573756576,-0.874670235,-0.072849508,1.30505624,0.890533549,0.453396026,-0.947844898,0.699108401,-1.060302733,-1.555430003,0.254751521,-0.230378772,-1.02475284,0.290175955,0.816354292,0.64947869,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.55606983,-1.548670108,-1.311604903,-1.464841503,-0.827645487,-0.819537547,-0.303764824,124900
0.168427201,0.266117017,0.700716543,1.086890956,0.929066898,-0.573756576,0.949856788,-0.072849508,-0.628950768,0.890533549,1.171821448,-0.791752299,0.699108401,0.165909165,-0.934792545,0.254751521,1.145194638,0.315804334,0.290175955,-0.749774501,-0.82924058,0.100744539,-0.775909871,0.935834702,-0.951673463,0.429811786,0.379662569,-0.31720822,-0.696484281,-0.350654152,-0.819537547,3.292020409,158000
0.079843214,-0.329579001,0.700716543,-1.695375182,0.541564795,-0.573756576,-0.874670235,-0.072849508,-0.628950768,-0.933118838,-1.016004839,-0.083680076,-1.430393339,0.165909165,-0.314155087,0.254751521,-1.814372396,-1.02475284,-3.733597291,-0.749774501,0.64947869,0.100744539,-0.775909871,-1.002394781,-0.951673463,-0.837750292,-1.548670108,-1.205062401,-0.792020761,0.546089558,-0.819537547,-0.303764824,101000
-0.392604719,-0.406475728,-1.028509366,1.153135388,1.025942423,0.432171759,0.949856788,3.715324901,0.338052736,0.890533549,-0.960204806,1.762284569,0.699108401,-1.060302733,-0.314155087,0.254751521,1.145194638,0.315804334,0.290175955,0.209079862,0.64947869,0.100744539,0.784483461,0.935834702,0.610487261,0.024896123,-0.26311499,0.24049574,-0.265553776,-0.360193979,1.220200348,-0.303764824,202500
-0.215436744,-0.015093706,-1.028509366,-1.662252966,-1.686572296,-0.573756576,-0.874670235,-0.072849508,-0.628950768,-0.933118838,-1.016004839,0.020381656,0.699108401,0.165909165,1.547757287,0.254751521,0.478249955,0.315804334,0.290175955,-0.653889064,0.64947869,0.100744539,-0.775909871,-1.002394781,-0.951673463,0.007291094,-0.26311499,-0.356668406,0.425561185,-0.112158485,-0.819537547,-0.303764824,140000
